Source,RA,DEC,Plx,Gmag,BPmag,RPmag
636266831871846272,136.32316666666668,19.231055555555553,5.8082,20.8331,21.630301,19.366501
636134890475398144,136.3255,18.287555555555556,5.6338,17.2424,18.9403,15.9607
636164371131016576,136.34783333333334,18.63347222222222,4.8448,17.8368,19.4485,16.5867
610806128301039232,136.354125,15.88336111111111,5.5469,18.9218,20.6562,17.5042
606887713673101312,136.39591666666666,13.63513888888889,5.6184,16.73,17.794701,15.179
685217398776728960,136.40475,21.488083333333336,6.0241,14.4949,15.0901,13.604
611226283477230720,136.43550000000002,17.09836111111111,6.2545,16.6711,0.0,0.0
636664992519055360,136.43675,20.284361111111114,4.9112,19.6284,21.3606,18.2096
636272982263833984,136.45225000000002,19.410888888888888,5.0538,19.7224,19.7115,19.665701
607341429723089024,136.45420833333336,15.134416666666667,5.6035,18.2135,19.953501,16.9098
606109706117335040,136.48629166666666,13.264833333333334,5.8926,15.1643,16.243601,14.131
635378499490271744,136.54120833333332,18.13747222222222,5.064,18.3279,19.910601,17.045099
610861314336282496,136.55795833333332,16.40511111111111,5.7336,16.0822,17.555,14.8876
691875427015788160,136.55858333333333,26.171833333333336,6.0567,16.711,18.3482,15.4595
611238962220667264,136.62279166666667,17.33672222222222,6.1542,16.0595,17.616301,14.8264
604527435870319616,136.623,12.678583333333332,6.1518,17.2166,18.6588,16.031
688871969269104896,136.64075,26.12838888888889,5.2258,18.7048,20.4394,17.3445
636622764402475776,136.64229166666667,20.248194444444444,5.2843,20.6533,20.659401,19.077999
685163591426577408,136.65291666666667,21.300972222222224,5.6222,18.7607,20.5296,17.433201
611283011405161728,136.65933333333334,17.65911111111111,4.7703,15.7055,16.986099,14.5781
685342713039092864,136.66162500000002,22.039527777777778,5.1184,16.4254,17.871599,15.2394
637068066609884800,136.68033333333335,20.68363888888889,5.5875,20.537,21.695101,18.9533
685329411524807040,136.71316666666667,21.97236111111111,6.3608,20.8619,21.6469,19.216
611340426527962368,136.72016666666664,17.903277777777777,6.1935,13.7359,14.6039,12.8005
687156151310669568,136.72266666666667,23.164027777777775,6.3447,14.2226,15.2139,13.2411
637081677361848960,136.772375,20.961222222222222,5.641,20.5469,21.836901,19.145599
635312116475740800,136.80408333333335,17.865555555555556,4.8199,18.3911,20.0411,17.0998
685334737284395776,136.8165416666667,21.986,5.0406,20.872,21.290899,19.5588
687104130666819584,136.83675,23.0165,4.9198,16.9736,18.6994,15.6849
604273379964605696,136.8767916666667,12.12563888888889,5.2341,20.9607,21.9953,19.7047
636171694050631040,136.88633333333334,18.683111111111113,5.1495,14.6999,15.6475,13.7453
637058175299995392,136.89925,20.645805555555555,5.1645,18.0147,19.790899,16.7085
685160739568144000,136.92620833333334,21.404805555555555,4.7895,19.4472,20.812,18.072201
637116758654709248,137.06933333333333,21.259527777777777,5.961,16.0946,17.462999,14.935
635402065975608320,137.11645833333333,18.443944444444444,6.2238,18.0046,19.921801,16.680599
687214043173923968,137.11858333333333,23.749861111111112,6.3313,18.9367,20.663,17.560801
687214219268474240,137.121625,23.772555555555556,5.8123,14.6267,15.7332,13.584
606125026266878848,137.18854166666665,13.411027777777779,5.8474,17.9615,0.0,0.0
606125030560599680,137.189,13.41075,5.4416,16.7793,18.5156,15.4741
687121619773670528,137.32808333333332,23.18825,5.2195,16.5812,17.9844,15.4032
635403921403152128,137.335,18.41797222222222,6.4645,20.8821,21.3354,19.740101
636342083992936192,137.34620833333332,19.658749999999998,6.4383,15.9925,17.513,14.7824
607771068186719488,137.40941666666666,15.843861111111112,4.9489,19.2026,18.959999,18.8356
636337269334578176,137.41604166666667,19.55816666666667,4.9253,20.3687,20.9653,18.9186
636773809810325504,137.46658333333332,20.006194444444443,5.531,19.138,20.498899,17.7076
686871923258646016,137.54475,22.484222222222222,5.3998,20.289,21.1779,18.7435
606243571657877504,137.56458333333333,13.936972222222222,5.5696,14.5995,15.54,13.6475
606059708403179136,137.63154166666666,13.128333333333334,5.1539,20.359,21.8447,18.956499
688493741565278720,137.6917083333333,24.807666666666666,5.3075,18.5822,18.645,18.143801
